model,concept,condition,prompt,layer,rank,token,logit,margin,matches_final
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,23,3,an,13.101,0.1569,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,23,4,the,12.908,0.1569,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,24,0,a,14.453,0.3284,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,24,1,one,14.125,0.3284,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,24,2,an,13.517,0.3284,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,24,3,key,13.361,0.3284,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,24,4,the,13.274,0.3284,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,25,0,a,15.463,0.8086,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,25,1,one,14.654,0.8086,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,25,2,an,14.492,0.8086,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,25,3,the,13.716,0.8086,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,25,4,key,13.486,0.8086,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,26,0,a,16.304,1.055,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,26,1,one,15.249,1.055,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,26,2,an,15.044,1.055,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,26,3,the,14.346,1.055,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,26,4,key,13.649,1.055,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,27,0,a,16.506,1.0633,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,27,1,an,15.443,1.0633,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,27,2,one,15.152,1.0633,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,27,3,the,14.407,1.0633,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,27,4,key,13.497,1.0633,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,28,0,a,16.386,0.4103,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,28,1,one,15.976,0.4103,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,28,2,an,15.214,0.4103,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,28,3,the,14.486,0.4103,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,28,4,not,13.671,0.4103,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,29,0,a,16.057,0.6733,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,29,1,one,15.384,0.6733,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,29,2,an,14.927,0.6733,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,29,3,the,14.026,0.6733,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,29,4,not,13.509,0.6733,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,30,0,a,13.932,0.1326,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,30,1,one,13.799,0.1326,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,30,2,an,13.246,0.1326,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,30,3,the,12.419,0.1326,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,30,4,not,12.356,0.1326,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,31,0,a,16.299,0.6994,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,31,1,one,15.6,0.6994,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,31,2,an,15.257,0.6994,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,31,3,the,14.856,0.6994,True
pythia-6.9b,keyboard_navigation,peak,Keyboard navigation is,31,4,not,14.471,0.6994,True
pythia-6.9b,landmark_region,regress,A landmark region is,0,0,maha,8.866,2.0746,False
pythia-6.9b,landmark_region,regress,A landmark region is,0,1,cryptocur,6.791,2.0746,False
pythia-6.9b,landmark_region,regress,A landmark region is,0,2,$[]$,6.761,2.0746,False
pythia-6.9b,landmark_region,regress,A landmark region is,0,3,practition,6.142,2.0746,False
pythia-6.9b,landmark_region,regress,A landmark region is,0,4,also,6.01,2.0746,False
pythia-6.9b,landmark_region,regress,A landmark region is,1,0,maha,7.912,0.124,False
pythia-6.9b,landmark_region,regress,A landmark region is,1,1,$[]$,7.788,0.124,False
pythia-6.9b,landmark_region,regress,A landmark region is,1,2,cryptocur,6.821,0.124,False
pythia-6.9b,landmark_region,regress,A landmark region is,1,3,practition,5.903,0.124,False
pythia-6.9b,landmark_region,regress,A landmark region is,1,4,resemb,5.622,0.124,False
pythia-6.9b,landmark_region,regress,A landmark region is,2,0,$[]$,7.843,0.1995,False
pythia-6.9b,landmark_region,regress,A landmark region is,2,1,maha,7.644,0.1995,False
pythia-6.9b,landmark_region,regress,A landmark region is,2,2,cryptocur,6.672,0.1995,False
pythia-6.9b,landmark_region,regress,A landmark region is,2,3,supernat,5.871,0.1995,False
pythia-6.9b,landmark_region,regress,A landmark region is,2,4,cean,5.871,0.1995,False
pythia-6.9b,landmark_region,regress,A landmark region is,3,0,$[]$,7.271,0.5781,False
pythia-6.9b,landmark_region,regress,A landmark region is,3,1,cryptocur,6.693,0.5781,False
pythia-6.9b,landmark_region,regress,A landmark region is,3,2,maha,6.4,0.5781,False
pythia-6.9b,landmark_region,regress,A landmark region is,3,3,also,5.717,0.5781,False
pythia-6.9b,landmark_region,regress,A landmark region is,3,4,nt,5.528,0.5781,False
pythia-6.9b,landmark_region,regress,A landmark region is,4,0,cryptocur,6.837,0.1986,False
pythia-6.9b,landmark_region,regress,A landmark region is,4,1,$[]$,6.638,0.1986,False
pythia-6.9b,landmark_region,regress,A landmark region is,4,2,maha,6.267,0.1986,False
pythia-6.9b,landmark_region,regress,A landmark region is,4,3,also,6.218,0.1986,False
pythia-6.9b,landmark_region,regress,A landmark region is,4,4,nt,6.144,0.1986,False
pythia-6.9b,landmark_region,regress,A landmark region is,5,0,also,6.768,0.5644,False
pythia-6.9b,landmark_region,regress,A landmark region is,5,1,cryptocur,6.204,0.5644,False
pythia-6.9b,landmark_region,regress,A landmark region is,5,2,indeed,5.813,0.5644,False
pythia-6.9b,landmark_region,regress,A landmark region is,5,3,often,5.535,0.5644,False
pythia-6.9b,landmark_region,regress,A landmark region is,5,4,not,5.498,0.5644,False
pythia-6.9b,landmark_region,regress,A landmark region is,6,0,also,7.931,1.7135,False
pythia-6.9b,landmark_region,regress,A landmark region is,6,1,still,6.217,1.7135,False
pythia-6.9b,landmark_region,regress,A landmark region is,6,2,composed,6.036,1.7135,False
pythia-6.9b,landmark_region,regress,A landmark region is,6,3,indeed,5.935,1.7135,False
pythia-6.9b,landmark_region,regress,A landmark region is,6,4,not,5.922,1.7135,False
pythia-6.9b,landmark_region,regress,A landmark region is,7,0,also,7.528,0.9987,False
pythia-6.9b,landmark_region,regress,A landmark region is,7,1,defined,6.529,0.9987,False
pythia-6.9b,landmark_region,regress,A landmark region is,7,2,still,6.156,0.9987,False
pythia-6.9b,landmark_region,regress,A landmark region is,7,3,often,6.143,0.9987,False
pythia-6.9b,landmark_region,regress,A landmark region is,7,4,currently,5.992,0.9987,False
pythia-6.9b,landmark_region,regress,A landmark region is,8,0,still,7.272,0.1932,False
pythia-6.9b,landmark_region,regress,A landmark region is,8,1,defined,7.078,0.1932,False
pythia-6.9b,landmark_region,regress,A landmark region is,8,2,also,7.041,0.1932,False
pythia-6.9b,landmark_region,regress,A landmark region is,8,3,currently,6.471,0.1932,False
pythia-6.9b,landmark_region,regress,A landmark region is,8,4,often,6.468,0.1932,False
pythia-6.9b,landmark_region,regress,A landmark region is,9,0,defined,7.083,0.0557,False
pythia-6.9b,landmark_region,regress,A landmark region is,9,1,still,7.028,0.0557,False
pythia-6.9b,landmark_region,regress,A landmark region is,9,2,also,6.948,0.0557,False
pythia-6.9b,landmark_region,regress,A landmark region is,9,3,ord,6.785,0.0557,False
pythia-6.9b,landmark_region,regress,A landmark region is,9,4,not,6.29,0.0557,False
pythia-6.9b,landmark_region,regress,A landmark region is,10,0,defined,7.771,0.1581,False
pythia-6.9b,landmark_region,regress,A landmark region is,10,1,also,7.613,0.1581,False
pythia-6.9b,landmark_region,regress,A landmark region is,10,2,still,7.448,0.1581,False
pythia-6.9b,landmark_region,regress,A landmark region is,10,3,ord,7.446,0.1581,False
pythia-6.9b,landmark_region,regress,A landmark region is,10,4,ma,7.224,0.1581,False
pythia-6.9b,landmark_region,regress,A landmark region is,11,0,also,8.629,0.2769,False
pythia-6.9b,landmark_region,regress,A landmark region is,11,1,defined,8.352,0.2769,False
pythia-6.9b,landmark_region,regress,A landmark region is,11,2,still,7.688,0.2769,False
pythia-6.9b,landmark_region,regress,A landmark region is,11,3,-,7.656,0.2769,False
pythia-6.9b,landmark_region,regress,A landmark region is,11,4,not,7.588,0.2769,False
pythia-6.9b,landmark_region,regress,A landmark region is,12,0,also,9.188,0.6412,False
pythia-6.9b,landmark_region,regress,A landmark region is,12,1,defined,8.547,0.6412,False
pythia-6.9b,landmark_region,regress,A landmark region is,12,2,in,8.306,0.6412,False
pythia-6.9b,landmark_region,regress,A landmark region is,12,3,now,8.139,0.6412,False
pythia-6.9b,landmark_region,regress,A landmark region is,12,4,r,8.108,0.6412,False
pythia-6.9b,landmark_region,regress,A landmark region is,13,0,nt,8.701,0.1146,False
pythia-6.9b,landmark_region,regress,A landmark region is,13,1,also,8.587,0.1146,False
pythia-6.9b,landmark_region,regress,A landmark region is,13,2,now,8.536,0.1146,False
pythia-6.9b,landmark_region,regress,A landmark region is,13,3,r,8.42,0.1146,False
pythia-6.9b,landmark_region,regress,A landmark region is,13,4,defined,8.32,0.1146,False
pythia-6.9b,landmark_region,regress,A landmark region is,14,0,region,10.048,0.8696,False
pythia-6.9b,landmark_region,regress,A landmark region is,14,1,the,9.179,0.8696,False
pythia-6.9b,landmark_region,regress,A landmark region is,14,2,in,8.756,0.8696,False
pythia-6.9b,landmark_region,regress,A landmark region is,14,3,nt,8.717,0.8696,False
pythia-6.9b,landmark_region,regress,A landmark region is,14,4,now,8.699,0.8696,False
pythia-6.9b,landmark_region,regress,A landmark region is,15,0,the,9.027,0.0596,False
pythia-6.9b,landmark_region,regress,A landmark region is,15,1,region,8.967,0.0596,False
pythia-6.9b,landmark_region,regress,A landmark region is,15,2,r,8.433,0.0596,False
pythia-6.9b,landmark_region,regress,A landmark region is,15,3,in,8.376,0.0596,False
pythia-6.9b,landmark_region,regress,A landmark region is,15,4,set,8.304,0.0596,False
pythia-6.9b,landmark_region,regress,A landmark region is,16,0,the,9.299,0.0487,False
pythia-6.9b,landmark_region,regress,A landmark region is,16,1,region,9.25,0.0487,False
pythia-6.9b,landmark_region,regress,A landmark region is,16,2,in,8.746,0.0487,False
pythia-6.9b,landmark_region,regress,A landmark region is,16,3,central,8.59,0.0487,False
pythia-6.9b,landmark_region,regress,A landmark region is,16,4,set,8.458,0.0487,False
pythia-6.9b,landmark_region,regress,A landmark region is,17,0,the,10.736,0.8583,False
pythia-6.9b,landmark_region,regress,A landmark region is,17,1,in,9.878,0.8583,False
pythia-6.9b,landmark_region,regress,A landmark region is,17,2,not,9.389,0.8583,False
pythia-6.9b,landmark_region,regress,A landmark region is,17,3,region,9.179,0.8583,False
pythia-6.9b,landmark_region,regress,A landmark region is,17,4,a,9.118,0.8583,False
pythia-6.9b,landmark_region,regress,A landmark region is,18,0,the,10.875,0.7765,False
pythia-6.9b,landmark_region,regress,A landmark region is,18,1,in,10.098,0.7765,False
pythia-6.9b,landmark_region,regress,A landmark region is,18,2,set,9.637,0.7765,False
pythia-6.9b,landmark_region,regress,A landmark region is,18,3,a,9.485,0.7765,False
pythia-6.9b,landmark_region,regress,A landmark region is,18,4,not,9.456,0.7765,False
pythia-6.9b,landmark_region,regress,A landmark region is,19,0,the,10.376,0.8905,False
pythia-6.9b,landmark_region,regress,A landmark region is,19,1,set,9.485,0.8905,False
pythia-6.9b,landmark_region,regress,A landmark region is,19,2,a,9.459,0.8905,False
pythia-6.9b,landmark_region,regress,A landmark region is,19,3,in,9.404,0.8905,False
pythia-6.9b,landmark_region,regress,A landmark region is,19,4,not,9.198,0.8905,False
pythia-6.9b,landmark_region,regress,A landmark region is,20,0,the,11.136,0.8264,False
pythia-6.9b,landmark_region,regress,A landmark region is,20,1,a,10.31,0.8264,False
pythia-6.9b,landmark_region,regress,A landmark region is,20,2,set,10.209,0.8264,False
pythia-6.9b,landmark_region,regress,A landmark region is,20,3,in,10.113,0.8264,False
pythia-6.9b,landmark_region,regress,A landmark region is,20,4,not,9.907,0.8264,False
pythia-6.9b,landmark_region,regress,A landmark region is,21,0,the,11.511,0.7435,False
pythia-6.9b,landmark_region,regress,A landmark region is,21,1,a,10.768,0.7435,False
pythia-6.9b,landmark_region,regress,A landmark region is,21,2,set,10.723,0.7435,False
pythia-6.9b,landmark_region,regress,A landmark region is,21,3,in,10.217,0.7435,False
pythia-6.9b,landmark_region,regress,A landmark region is,21,4,one,9.887,0.7435,False
pythia-6.9b,landmark_region,regress,A landmark region is,22,0,the,11.638,0.3353,False
pythia-6.9b,landmark_region,regress,A landmark region is,22,1,a,11.302,0.3353,False
pythia-6.9b,landmark_region,regress,A landmark region is,22,2,set,11.13,0.3353,False
pythia-6.9b,landmark_region,regress,A landmark region is,22,3,in,10.695,0.3353,False
pythia-6.9b,landmark_region,regress,A landmark region is,22,4,"""",10.29,0.3353,False
pythia-6.9b,landmark_region,regress,A landmark region is,23,0,the,11.678,0.5945,False
pythia-6.9b,landmark_region,regress,A landmark region is,23,1,a,11.083,0.5945,False
pythia-6.9b,landmark_region,regress,A landmark region is,23,2,set,10.957,0.5945,False
pythia-6.9b,landmark_region,regress,A landmark region is,23,3,one,10.515,0.5945,False
pythia-6.9b,landmark_region,regress,A landmark region is,23,4,being,10.365,0.5945,False
pythia-6.9b,landmark_region,regress,A landmark region is,24,0,the,12.173,0.2974,False
pythia-6.9b,landmark_region,regress,A landmark region is,24,1,a,11.875,0.2974,False
pythia-6.9b,landmark_region,regress,A landmark region is,24,2,set,11.183,0.2974,False
pythia-6.9b,landmark_region,regress,A landmark region is,24,3,one,10.947,0.2974,False
pythia-6.9b,landmark_region,regress,A landmark region is,24,4,in,10.867,0.2974,False
pythia-6.9b,landmark_region,regress,A landmark region is,25,0,the,12.342,0.1467,False
pythia-6.9b,landmark_region,regress,A landmark region is,25,1,a,12.195,0.1467,False
pythia-6.9b,landmark_region,regress,A landmark region is,25,2,set,11.65,0.1467,False
pythia-6.9b,landmark_region,regress,A landmark region is,25,3,in,11.521,0.1467,False
pythia-6.9b,landmark_region,regress,A landmark region is,25,4,under,11.145,0.1467,False
pythia-6.9b,landmark_region,regress,A landmark region is,26,0,a,12.809,0.101,False
pythia-6.9b,landmark_region,regress,A landmark region is,26,1,the,12.708,0.101,False
pythia-6.9b,landmark_region,regress,A landmark region is,26,2,being,12.513,0.101,False
pythia-6.9b,landmark_region,regress,A landmark region is,26,3,set,11.983,0.101,False
pythia-6.9b,landmark_region,regress,A landmark region is,26,4,in,11.906,0.101,False
pythia-6.9b,landmark_region,regress,A landmark region is,27,0,the,13.032,0.0288,False
pythia-6.9b,landmark_region,regress,A landmark region is,27,1,a,13.003,0.0288,False
pythia-6.9b,landmark_region,regress,A landmark region is,27,2,being,12.737,0.0288,False
pythia-6.9b,landmark_region,regress,A landmark region is,27,3,set,12.206,0.0288,False
pythia-6.9b,landmark_region,regress,A landmark region is,27,4,in,12.152,0.0288,False
pythia-6.9b,landmark_region,regress,A landmark region is,28,0,the,12.963,0.0286,False
pythia-6.9b,landmark_region,regress,A landmark region is,28,1,a,12.934,0.0286,False
pythia-6.9b,landmark_region,regress,A landmark region is,28,2,in,12.196,0.0286,False
pythia-6.9b,landmark_region,regress,A landmark region is,28,3,being,11.937,0.0286,False
pythia-6.9b,landmark_region,regress,A landmark region is,28,4,set,11.844,0.0286,False
pythia-6.9b,landmark_region,regress,A landmark region is,29,0,the,12.273,0.2664,False
pythia-6.9b,landmark_region,regress,A landmark region is,29,1,a,12.007,0.2664,False
pythia-6.9b,landmark_region,regress,A landmark region is,29,2,set,11.946,0.2664,False
pythia-6.9b,landmark_region,regress,A landmark region is,29,3,in,11.822,0.2664,False
pythia-6.9b,landmark_region,regress,A landmark region is,29,4,being,11.103,0.2664,False
pythia-6.9b,landmark_region,regress,A landmark region is,30,0,the,10.843,0.0134,False
pythia-6.9b,landmark_region,regress,A landmark region is,30,1,set,10.83,0.0134,False
pythia-6.9b,landmark_region,regress,A landmark region is,30,2,being,10.498,0.0134,False
pythia-6.9b,landmark_region,regress,A landmark region is,30,3,under,10.311,0.0134,False
pythia-6.9b,landmark_region,regress,A landmark region is,30,4,in,10.224,0.0134,False
pythia-6.9b,landmark_region,regress,A landmark region is,31,0,being,13.978,0.2934,True
pythia-6.9b,landmark_region,regress,A landmark region is,31,1,set,13.684,0.2934,True
pythia-6.9b,landmark_region,regress,A landmark region is,31,2,emerging,13.332,0.2934,True
pythia-6.9b,landmark_region,regress,A landmark region is,31,3,the,13.324,0.2934,True
pythia-6.9b,landmark_region,regress,A landmark region is,31,4,about,13.127,0.2934,True
pythia-6.9b,combo_box,peak,A combo box is,0,0,maha,8.867,2.0078,False
pythia-6.9b,combo_box,peak,A combo box is,0,1,$[]$,6.859,2.0078,False
pythia-6.9b,combo_box,peak,A combo box is,0,2,cryptocur,6.794,2.0078,False
pythia-6.9b,combo_box,peak,A combo box is,0,3,practition,6.409,2.0078,False
pythia-6.9b,combo_box,peak,A combo box is,0,4,also,6.086,2.0078,False
pythia-6.9b,combo_box,peak,A combo box is,1,0,maha,8.589,0.976,False
pythia-6.9b,combo_box,peak,A combo box is,1,1,$[]$,7.613,0.976,False
pythia-6.9b,combo_box,peak,A combo box is,1,2,cryptocur,6.962,0.976,False
pythia-6.9b,combo_box,peak,A combo box is,1,3,practition,6.125,0.976,False
pythia-6.9b,combo_box,peak,A combo box is,1,4,resemb,5.577,0.976,False
pythia-6.9b,combo_box,peak,A combo box is,2,0,maha,8.017,0.4207,False
pythia-6.9b,combo_box,peak,A combo box is,2,1,$[]$,7.596,0.4207,False
pythia-6.9b,combo_box,peak,A combo box is,2,2,cryptocur,6.658,0.4207,False
pythia-6.9b,combo_box,peak,A combo box is,2,3,supernat,5.916,0.4207,False
pythia-6.9b,combo_box,peak,A combo box is,2,4,also,5.897,0.4207,False
pythia-6.9b,combo_box,peak,A combo box is,3,0,$[]$,7.1,0.0455,False
pythia-6.9b,combo_box,peak,A combo box is,3,1,maha,7.055,0.0455,False
pythia-6.9b,combo_box,peak,A combo box is,3,2,cryptocur,6.458,0.0455,False
pythia-6.9b,combo_box,peak,A combo box is,3,3,also,6.288,0.0455,False
pythia-6.9b,combo_box,peak,A combo box is,3,4,greek,6.127,0.0455,False
pythia-6.9b,combo_box,peak,A combo box is,4,0,$[]$,6.916,0.0478,False
pythia-6.9b,combo_box,peak,A combo box is,4,1,also,6.868,0.0478,False
pythia-6.9b,combo_box,peak,A combo box is,4,2,maha,6.649,0.0478,False
pythia-6.9b,combo_box,peak,A combo box is,4,3,rá,6.581,0.0478,False
pythia-6.9b,combo_box,peak,A combo box is,4,4,cryptocur,6.46,0.0478,False
pythia-6.9b,combo_box,peak,A combo box is,5,0,also,7.333,0.5278,False
pythia-6.9b,combo_box,peak,A combo box is,5,1,composed,6.806,0.5278,False
pythia-6.9b,combo_box,peak,A combo box is,5,2,cryptocur,6.503,0.5278,False
pythia-6.9b,combo_box,peak,A combo box is,5,3,usually,5.742,0.5278,False
pythia-6.9b,combo_box,peak,A combo box is,5,4,made,5.659,0.5278,False
pythia-6.9b,combo_box,peak,A combo box is,6,0,also,7.474,0.9275,False
pythia-6.9b,combo_box,peak,A combo box is,6,1,cryptocur,6.547,0.9275,False
pythia-6.9b,combo_box,peak,A combo box is,6,2,defined,6.416,0.9275,False
pythia-6.9b,combo_box,peak,A combo box is,6,3,composed,6.377,0.9275,False
pythia-6.9b,combo_box,peak,A combo box is,6,4,usually,6.08,0.9275,False
pythia-6.9b,combo_box,peak,A combo box is,7,0,also,7.521,0.7454,False
pythia-6.9b,combo_box,peak,A combo box is,7,1,defined,6.775,0.7454,False
pythia-6.9b,combo_box,peak,A combo box is,7,2,generally,6.707,0.7454,False
pythia-6.9b,combo_box,peak,A combo box is,7,3,composed,6.438,0.7454,False
pythia-6.9b,combo_box,peak,A combo box is,7,4,typically,6.415,0.7454,False
pythia-6.9b,combo_box,peak,A combo box is,8,0,also,7.888,0.0708,False
pythia-6.9b,combo_box,peak,A combo box is,8,1,defined,7.818,0.0708,False
pythia-6.9b,combo_box,peak,A combo box is,8,2,not,7.24,0.0708,False
pythia-6.9b,combo_box,peak,A combo box is,8,3,a,7.203,0.0708,False
pythia-6.9b,combo_box,peak,A combo box is,8,4,generally,7.179,0.0708,False
pythia-6.9b,combo_box,peak,A combo box is,9,0,also,8.523,0.1527,False
pythia-6.9b,combo_box,peak,A combo box is,9,1,defined,8.37,0.1527,False
pythia-6.9b,combo_box,peak,A combo box is,9,2,a,8.353,0.1527,False
pythia-6.9b,combo_box,peak,A combo box is,9,3,generally,7.469,0.1527,False
pythia-6.9b,combo_box,peak,A combo box is,9,4,usually,7.454,0.1527,False
pythia-6.9b,combo_box,peak,A combo box is,10,0,a,9.27,0.3976,True
pythia-6.9b,combo_box,peak,A combo box is,10,1,defined,8.873,0.3976,True
pythia-6.9b,combo_box,peak,A combo box is,10,2,also,8.56,0.3976,True
pythia-6.9b,combo_box,peak,A combo box is,10,3,an,8.553,0.3976,True
pythia-6.9b,combo_box,peak,A combo box is,10,4,generally,8.54,0.3976,True
pythia-6.9b,combo_box,peak,A combo box is,11,0,a,10.821,0.7283,True
pythia-6.9b,combo_box,peak,A combo box is,11,1,an,10.092,0.7283,True
pythia-6.9b,combo_box,peak,A combo box is,11,2,generally,9.877,0.7283,True
pythia-6.9b,combo_box,peak,A combo box is,11,3,defined,9.506,0.7283,True
pythia-6.9b,combo_box,peak,A combo box is,11,4,typically,9.4,0.7283,True
pythia-6.9b,combo_box,peak,A combo box is,12,0,a,11.364,0.7271,True
pythia-6.9b,combo_box,peak,A combo box is,12,1,an,10.637,0.7271,True
pythia-6.9b,combo_box,peak,A combo box is,12,2,generally,10.036,0.7271,True
pythia-6.9b,combo_box,peak,A combo box is,12,3,used,9.976,0.7271,True
pythia-6.9b,combo_box,peak,A combo box is,12,4,in,9.822,0.7271,True
pythia-6.9b,combo_box,peak,A combo box is,13,0,a,10.993,0.136,True
pythia-6.9b,combo_box,peak,A combo box is,13,1,an,10.857,0.136,True
pythia-6.9b,combo_box,peak,A combo box is,13,2,used,10.547,0.136,True
pythia-6.9b,combo_box,peak,A combo box is,13,3,usually,9.727,0.136,True
pythia-6.9b,combo_box,peak,A combo box is,13,4,generally,9.725,0.136,True
pythia-6.9b,combo_box,peak,A combo box is,14,0,an,11.44,0.0444,False
pythia-6.9b,combo_box,peak,A combo box is,14,1,a,11.395,0.0444,False
pythia-6.9b,combo_box,peak,A combo box is,14,2,used,10.778,0.0444,False
pythia-6.9b,combo_box,peak,A combo box is,14,3,generally,10.658,0.0444,False
pythia-6.9b,combo_box,peak,A combo box is,14,4,typically,10.653,0.0444,False
pythia-6.9b,combo_box,peak,A combo box is,15,0,a,13.05,0.8053,True
pythia-6.9b,combo_box,peak,A combo box is,15,1,an,12.244,0.8053,True
pythia-6.9b,combo_box,peak,A combo box is,15,2,the,11.304,0.8053,True
pythia-6.9b,combo_box,peak,A combo box is,15,3,often,10.86,0.8053,True
pythia-6.9b,combo_box,peak,A combo box is,15,4,used,10.809,0.8053,True
pythia-6.9b,combo_box,peak,A combo box is,16,0,a,13.071,0.8196,True
pythia-6.9b,combo_box,peak,A combo box is,16,1,an,12.252,0.8196,True
pythia-6.9b,combo_box,peak,A combo box is,16,2,used,11.467,0.8196,True
pythia-6.9b,combo_box,peak,A combo box is,16,3,the,11.059,0.8196,True
pythia-6.9b,combo_box,peak,A combo box is,16,4,one,10.603,0.8196,True
pythia-6.9b,combo_box,peak,A combo box is,17,0,a,14.986,1.417,True
pythia-6.9b,combo_box,peak,A combo box is,17,1,an,13.569,1.417,True
pythia-6.9b,combo_box,peak,A combo box is,17,2,the,12.592,1.417,True
pythia-6.9b,combo_box,peak,A combo box is,17,3,one,12.271,1.417,True
pythia-6.9b,combo_box,peak,A combo box is,17,4,used,11.871,1.417,True
pythia-6.9b,combo_box,peak,A combo box is,18,0,a,14.843,1.1568,True
pythia-6.9b,combo_box,peak,A combo box is,18,1,an,13.686,1.1568,True
pythia-6.9b,combo_box,peak,A combo box is,18,2,the,12.321,1.1568,True
pythia-6.9b,combo_box,peak,A combo box is,18,3,used,12.05,1.1568,True
pythia-6.9b,combo_box,peak,A combo box is,18,4,one,11.821,1.1568,True
pythia-6.9b,combo_box,peak,A combo box is,19,0,a,15.351,1.1943,True
pythia-6.9b,combo_box,peak,A combo box is,19,1,an,14.157,1.1943,True
pythia-6.9b,combo_box,peak,A combo box is,19,2,the,12.608,1.1943,True
pythia-6.9b,combo_box,peak,A combo box is,19,3,one,12.164,1.1943,True
pythia-6.9b,combo_box,peak,A combo box is,19,4,used,11.763,1.1943,True
pythia-6.9b,combo_box,peak,A combo box is,20,0,a,15.875,0.9438,True
pythia-6.9b,combo_box,peak,A combo box is,20,1,an,14.932,0.9438,True
pythia-6.9b,combo_box,peak,A combo box is,20,2,one,12.754,0.9438,True
pythia-6.9b,combo_box,peak,A combo box is,20,3,the,12.503,0.9438,True
pythia-6.9b,combo_box,peak,A combo box is,20,4,used,11.918,0.9438,True
pythia-6.9b,combo_box,peak,A combo box is,21,0,a,16.399,1.0897,True
pythia-6.9b,combo_box,peak,A combo box is,21,1,an,15.309,1.0897,True
pythia-6.9b,combo_box,peak,A combo box is,21,2,one,12.901,1.0897,True
pythia-6.9b,combo_box,peak,A combo box is,21,3,the,12.844,1.0897,True
pythia-6.9b,combo_box,peak,A combo box is,21,4,used,12.177,1.0897,True
pythia-6.9b,combo_box,peak,A combo box is,22,0,a,16.955,1.2867,True
pythia-6.9b,combo_box,peak,A combo box is,22,1,an,15.669,1.2867,True
pythia-6.9b,combo_box,peak,A combo box is,22,2,the,12.93,1.2867,True
pythia-6.9b,combo_box,peak,A combo box is,22,3,one,12.88,1.2867,True
pythia-6.9b,combo_box,peak,A combo box is,22,4,used,12.163,1.2867,True
pythia-6.9b,combo_box,peak,A combo box is,23,0,a,16.893,1.0944,True
pythia-6.9b,combo_box,peak,A combo box is,23,1,an,15.799,1.0944,True
pythia-6.9b,combo_box,peak,A combo box is,23,2,one,13.086,1.0944,True
pythia-6.9b,combo_box,peak,A combo box is,23,3,the,12.917,1.0944,True
pythia-6.9b,combo_box,peak,A combo box is,23,4,used,12.056,1.0944,True
pythia-6.9b,combo_box,peak,A combo box is,24,0,a,17.562,1.2567,True
pythia-6.9b,combo_box,peak,A combo box is,24,1,an,16.305,1.2567,True
pythia-6.9b,combo_box,peak,A combo box is,24,2,one,13.349,1.2567,True
pythia-6.9b,combo_box,peak,A combo box is,24,3,the,13.277,1.2567,True
pythia-6.9b,combo_box,peak,A combo box is,24,4,used,12.394,1.2567,True
pythia-6.9b,combo_box,peak,A combo box is,25,0,a,18.581,1.3769,True
pythia-6.9b,combo_box,peak,A combo box is,25,1,an,17.204,1.3769,True
